time,tavg,tmin,tmax,prcp,date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2014-05-08,22.9,20.6,28.2,0.0,2014-05-08,27,21,0.0,9.3,6,1,60,01:14 PM,01:07 AM,05:57 AM,06:36 PM,20,22,25,22,26,46,86,0.0,1007,22,10,104,19
2014-06-08,23.3,20.0,28.2,1.0,2014-06-08,34,21,0.0,12.9,7,1,73,02:18 PM,01:42 AM,05:53 AM,06:45 PM,19,25,25,22,25,9,82,0.0,1004,22,10,251,18
2014-07-08,23.6,24.5,27.8,0.0,2014-07-08,28,21,0.0,10.6,5,1,74,02:46 PM,01:49 AM,05:59 AM,06:50 PM,20,21,24,21,21,99,90,0.0,1008,21,10,269,16
2014-08-08,22.8,20.7,28.4,0.0,2014-08-08,29,21,0.0,10.2,6,1,84,04:24 PM,03:17 AM,06:06 AM,06:44 PM,18,22,24,22,23,54,82,0.0,1009,22,10,264,17
2014-09-08,23.5,24.0,29.2,6.4,2014-09-08,30,18,0.0,11.6,5,1,99,05:48 PM,05:06 AM,06:09 AM,06:26 PM,18,18,18,18,22,85,98,0.0,1010,18,10,243,14
2014-10-08,23.0,23.6,27.5,1.3,2014-10-08,28,20,0.0,11.6,5,1,99,06:05 PM,05:47 AM,06:09 AM,06:05 PM,20,21,21,21,14,42,95,0.0,1009,20,2,283,8
2014-11-08,23.2,20.6,28.9,7.6,2014-11-08,29,17,0.0,8.7,6,1,87,07:15 PM,07:21 AM,06:15 AM,05:51 PM,11,19,19,19,17,11,61,0.0,1012,18,10,43,8
2014-12-08,22.8,20.4,28.9,0.0,2014-12-08,28,17,0.0,7.2,5,1,87,07:40 PM,07:49 AM,06:30 AM,05:53 PM,18,18,18,18,14,42,95,0.0,1013,18,2,92,8
2014-01-09,22.6,20.4,27.4,1.5,2014-01-09,28,15,0.0,11.6,5,1,53,12:55 PM,12:52 AM,06:44 AM,06:09 PM,15,16,16,16,21,49,95,0.0,1015,15,2,98,12
2014-02-09,22.5,24.2,27.2,0.3,2014-02-09,31,16,0.0,11.6,6,1,66,01:58 PM,02:10 AM,06:44 AM,06:23 PM,7,19,19,19,26,0,47,0.0,1010,17,10,101,12
2014-03-09,23.1,19.7,26.8,0.5,2014-03-09,30,18,0.0,11.6,6,1,53,12:41 PM,12:53 AM,06:31 AM,06:29 PM,15,19,19,19,20,13,78,0.0,1015,19,10,108,13
2014-04-09,22.6,20.0,27.2,0.0,2014-04-09,36,25,0.0,10.2,7,1,66,01:47 PM,01:49 AM,06:11 AM,06:32 PM,16,28,28,27,13,10,52,0.0,1011,26,10,249,10
2014-05-09,22.9,20.3,28.2,0.5,2014-05-09,30,20,0.0,12.8,6,1,67,02:01 PM,01:46 AM,05:56 AM,06:36 PM,20,21,24,21,16,53,94,0.0,1007,21,2,171,11
2014-06-09,22.5,19.8,27.5,0.0,2014-06-09,31,22,0.0,10.6,7,1,81,03:10 PM,02:24 AM,05:53 AM,06:45 PM,19,25,25,23,38,17,78,0.0,1003,23,10,240,27
2014-07-09,23.2,21.6,28.7,7.9,2014-07-09,27,20,0.0,10.6,6,1,81,03:44 PM,02:40 AM,05:59 AM,06:50 PM,19,21,21,21,19,42,89,0.0,1007,21,10,274,15
2014-08-09,23.1,22.6,28.9,1.3,2014-08-09,30,19,0.0,11.6,6,1,92,05:23 PM,04:19 AM,06:07 AM,06:44 PM,18,21,21,21,24,31,84,0.0,1010,21,10,257,18
2014-09-09,23.9,19.1,29.9,0.0,2014-09-09,29,18,0.0,11.6,5,1,100,06:39 PM,06:07 AM,06:09 AM,06:25 PM,18,19,19,19,21,64,94,0.0,1011,18,10,259,14
2014-10-09,23.7,19.2,29.9,,2014-10-09,29,19,0.0,11.6,6,1,100,06:55 PM,06:45 AM,06:09 AM,06:04 PM,20,21,21,21,3,30,91,0.0,1010,20,10,273,2
2014-11-09,24.7,19.4,30.2,5.8,2014-11-09,29,16,0.0,8.7,6,1,79,08:07 PM,08:16 AM,06:16 AM,05:51 PM,11,21,21,21,6,44,55,0.0,1012,20,10,59,3
2014-12-09,25.1,20.4,30.3,0.0,2014-12-09,28,18,0.0,8.7,5,1,80,08:30 PM,08:38 AM,06:30 AM,05:54 PM,18,18,18,18,16,55,96,0.0,1014,18,2,104,9
2014-01-10,24.7,20.7,29.9,3.8,2014-01-10,28,16,0.0,11.6,5,1,61,01:40 PM,01:44 AM,06:45 AM,06:09 PM,16,16,16,16,19,47,95,0.0,1014,16,2,110,11
2014-02-10,25.4,19.8,30.7,0.0,2014-02-10,31,16,0.0,11.6,6,1,74,02:46 PM,02:59 AM,06:44 AM,06:24 PM,10,21,21,21,12,2,49,0.0,1011,18,10,156,8
2014-03-10,25.4,20.8,30.7,,2014-03-10,29,20,0.0,11.6,5,1,60,01:30 PM,01:41 AM,06:30 AM,06:29 PM,16,20,20,20,17,72,79,0.0,1014,20,10,118,12
2014-04-10,25.3,21.6,31.0,,2014-04-10,36,25,0.0,11.6,7,1,73,02:34 PM,02:30 AM,06:10 AM,06:32 PM,16,27,27,26,17,10,53,0.2,1012,26,10,349,12
2014-05-10,24.9,22.7,31.7,,2014-05-10,34,21,0.0,12.8,7,1,74,02:49 PM,02:26 AM,05:56 AM,06:36 PM,20,22,25,22,18,61,87,0.0,1008,22,10,254,12
2014-06-10,22.9,19.6,31.7,15.5,2014-06-10,30,22,0.0,10.6,6,1,88,04:04 PM,03:11 AM,05:53 AM,06:45 PM,18,25,25,23,23,63,75,0.0,1006,23,10,250,18
2014-07-10,23.6,19.6,30.4,31.5,2014-07-10,26,21,0.0,12.5,5,1,88,04:43 PM,03:35 AM,06:00 AM,06:50 PM,18,21,21,21,29,100,84,0.1,1008,21,2,275,19
2014-08-10,22.6,19.1,30.4,51.8,2014-08-10,27,20,0.0,8.9,5,1,99,06:18 PM,05:23 AM,06:07 AM,06:43 PM,19,21,24,21,19,59,88,0.1,1011,21,5,260,14
2014-09-10,23.6,19.3,29.9,63.0,2014-09-10,30,17,0.0,11.6,6,1,86,07:29 PM,07:07 AM,06:09 AM,06:24 PM,18,19,19,19,20,55,95,0.0,1010,19,10,267,13
2014-10-10,24.1,20.5,29.9,29.2,2014-10-10,29,20,0.0,8.8,5,1,87,07:46 PM,07:44 AM,06:09 AM,06:04 PM,20,21,24,21,3,54,92,0.7,1009,21,10,50,1
2014-11-10,23.9,20.8,29.4,19.6,2014-11-10,29,18,0.0,8.7,6,1,72,08:59 PM,09:09 AM,06:16 AM,05:51 PM,18,20,20,20,11,29,85,0.0,1013,19,10,49,6
2014-12-10,24.3,21.4,29.0,0.0,2014-12-10,28,18,0.0,8.7,6,1,73,09:20 PM,09:24 AM,06:31 AM,05:54 PM,18,19,19,19,14,23,91,0.0,1014,18,10,99,8
2014-01-11,23.1,22.3,28.2,,2014-01-11,28,15,0.0,11.6,6,1,68,02:26 PM,02:34 AM,06:45 AM,06:10 PM,15,16,16,16,22,28,93,0.0,1014,16,10,108,12
2014-02-11,22.7,21.4,27.6,1.0,2014-02-11,31,17,0.0,11.6,6,1,81,03:35 PM,03:46 AM,06:43 AM,06:24 PM,11,19,19,19,28,4,60,0.0,1010,19,10,123,14
2014-03-11,21.3,21.9,27.6,0.0,2014-03-11,30,18,0.0,11.6,6,1,67,02:18 PM,02:27 AM,06:30 AM,06:30 PM,17,19,19,19,22,28,89,0.0,1014,19,10,111,15
2014-04-11,20.6,18.6,26.4,,2014-04-11,36,23,0.0,11.6,7,1,81,03:22 PM,03:11 AM,06:10 AM,06:32 PM,15,26,26,25,12,21,55,0.0,1011,24,10,187,8
2014-05-11,21.2,15.6,28.0,,2014-05-11,33,23,0.0,12.8,6,1,81,03:38 PM,03:07 AM,05:56 AM,06:37 PM,21,26,26,24,13,67,83,0.0,1009,23,10,266,9
2014-06-11,22.5,16.2,29.4,,2014-06-11,33,20,0.0,12.9,6,1,96,05:02 PM,04:00 AM,05:53 AM,06:46 PM,19,21,24,21,27,85,85,0.0,1006,21,10,249,19
2014-07-11,23.2,17.9,29.4,,2014-07-11,27,19,0.0,11.8,5,1,96,05:44 PM,04:34 AM,06:00 AM,06:50 PM,18,20,20,20,27,73,91,0.2,1009,20,5,265,19
2014-08-11,23.0,18.8,29.5,,2014-08-11,30,20,0.0,10.2,5,1,100,07:12 PM,06:25 AM,06:07 AM,06:43 PM,19,21,21,21,18,64,91,0.0,1010,21,10,263,13
2014-09-11,23.1,18.8,29.5,,2014-09-11,31,18,0.0,11.6,6,1,79,08:18 PM,08:05 AM,06:09 AM,06:24 PM,18,19,19,19,20,59,96,0.0,1011,19,10,274,13
2014-10-11,23.8,18.8,29.8,,2014-10-11,29,20,0.0,11.6,5,1,80,08:36 PM,08:40 AM,06:09 AM,06:03 PM,20,21,21,21,17,67,97,0.0,1009,21,2,258,10
2014-11-11,23.8,20.0,29.8,,2014-11-11,29,19,0.0,8.7,5,1,64,09:50 PM,09:59 AM,06:16 AM,05:51 PM,19,20,20,20,17,100,98,0.0,1012,20,0,115,10
2014-12-11,22.4,21.8,29.7,,2014-12-11,26,18,0.0,5.7,5,1,66,10:08 PM,10:07 AM,06:31 AM,05:54 PM,19,19,19,19,13,88,97,0.1,1014,19,2,116,9
2014-01-12,22.0,18.1,28.2,,2014-01-12,29,16,0.0,11.6,6,1,75,03:13 PM,03:25 AM,06:45 AM,06:11 PM,15,17,17,17,21,8,88,0.0,1015,16,10,107,11
2014-02-12,21.3,19.9,28.2,,2014-02-12,30,17,0.0,11.6,6,1,89,04:23 PM,04:31 AM,06:43 AM,06:24 PM,14,19,19,19,22,4,75,0.0,1009,18,10,113,13
2014-03-12,21.1,15.3,29.0,,2014-03-12,31,17,0.0,11.6,6,1,75,03:06 PM,03:11 AM,06:29 AM,06:30 PM,13,19,19,19,24,5,69,0.0,1014,19,10,109,14
2014-04-12,21.4,14.5,29.0,,2014-04-12,32,24,0.0,8.9,7,1,89,04:09 PM,03:51 AM,06:09 AM,06:32 PM,15,27,27,26,14,23,51,0.0,1010,26,10,177,11
2014-05-12,20.8,14.7,28.2,,2014-05-12,36,24,0.0,12.8,8,1,89,04:29 PM,03:49 AM,05:55 AM,06:37 PM,19,27,27,25,13,47,68,0.0,1010,25,10,238,8
2014-06-12,20.9,15.6,28.0,,2014-06-12,31,21,0.0,12.9,7,1,100,06:02 PM,04:54 AM,05:53 AM,06:46 PM,19,25,25,22,22,16,82,0.0,1007,22,10,256,15
2014-07-12,21.9,17.6,28.6,,2014-07-12,28,20,0.0,12.5,6,1,100,06:43 PM,05:37 AM,06:00 AM,06:50 PM,18,20,20,20,25,59,88,0.0,1009,20,10,263,18
2014-08-12,22.8,18.4,29.2,,2014-08-12,26,20,0.0,6.2,6,1,87,08:03 PM,07:27 AM,06:07 AM,06:42 PM,19,21,21,21,18,44,88,0.0,1009,21,10,257,13
2014-09-12,23.2,21.7,29.3,,2014-09-12,31,19,0.0,11.6,6,1,71,09:08 PM,09:03 AM,06:09 AM,06:23 PM,19,20,20,20,16,35,91,0.0,1012,20,10,274,11
2014-10-12,23.1,22.7,29.3,,2014-10-12,28,20,0.0,11.6,5,1,72,09:28 PM,09:36 AM,06:09 AM,06:03 PM,20,20,20,20,21,82,98,0.0,1007,20,10,268,13
2014-11-12,22.9,20.0,29.1,,2014-11-12,28,18,0.0,7.2,5,1,57,10:40 PM,10:46 AM,06:17 AM,05:51 PM,18,19,19,19,15,100,99,0.0,1012,18,0,87,9
2014-12-12,21.5,20.8,27.0,,2014-12-12,28,19,0.0,7.2,5,1,58,10:55 PM,10:48 AM,06:32 AM,05:55 PM,19,20,20,20,17,91,98,0.1,1014,19,10,115,11
2015-01-01,22.3,22.1,29.5,7.6,2015-01-01,28,18,0.0,11.6,6,1,72,02:59 PM,03:03 AM,06:42 AM,06:04 PM,18,20,20,20,16,56,88,0.0,1010,20,10,134,11
2015-02-01,22.2,17.6,29.2,1.5,2015-02-01,28,15,0.0,11.6,6,1,86,04:18 PM,04:27 AM,06:46 AM,06:20 PM,15,16,16,16,21,27,92,0.0,1016,16,10,98,12
2015-03-01,22.1,18.7,29.2,0.0,2015-03-01,30,19,0.0,11.6,5,1,72,03:05 PM,03:13 AM,06:36 AM,06:28 PM,19,20,20,20,19,43,94,0.1,1012,20,9,143,12
2015-04-01,22.8,19.0,28.8,,2015-04-01,33,21,0.0,10.2,7,1,86,04:12 PM,04:02 AM,06:16 AM,06:31 PM,19,25,25,22,19,14,81,0.0,1012,22,10,125,13
2015-05-01,22.2,18.4,28.8,,2015-05-01,34,22,0.0,12.8,7,1,86,04:26 PM,03:57 AM,05:59 AM,06:34 PM,19,26,26,24,20,6,73,0.1,1011,24,10,232,12
2015-06-01,21.8,18.6,28.1,,2015-06-01,32,22,0.0,12.9,7,1,100,05:37 PM,04:41 AM,05:52 AM,06:42 PM,20,25,25,23,25,31,84,0.0,1007,23,10,247,17
2015-07-01,21.9,17.4,28.6,,2015-07-01,32,20,0.0,12.9,7,1,100,06:09 PM,05:03 AM,05:57 AM,06:50 PM,19,21,21,21,21,25,87,0.0,1012,21,10,251,14
2015-08-01,21.8,17.6,28.6,,2015-08-01,29,21,0.0,8.9,6,1,89,07:34 PM,06:42 AM,06:05 AM,06:47 PM,18,22,24,22,21,49,82,0.0,1011,22,10,298,14
2015-09-01,21.5,20.9,27.6,,2015-09-01,27,20,0.0,8.9,5,1,74,08:46 PM,08:26 AM,06:08 AM,06:31 PM,19,21,22,21,18,67,92,0.3,1008,20,7,229,12
2015-10-01,20.6,18.9,28.3,,2015-10-01,29,20,0.0,8.8,5,1,75,09:10 PM,09:09 AM,06:09 AM,06:10 PM,19,20,20,20,16,42,95,0.0,1011,20,2,104,9
2015-11-01,20.2,12.5,28.6,,2015-11-01,27,19,0.0,4.3,6,1,59,10:35 PM,10:43 AM,06:13 AM,05:53 PM,19,20,20,20,14,28,93,0.0,1012,20,10,98,8
2015-12-01,19.4,15.3,26.7,,2015-12-01,24,19,0.0,4.2,5,1,61,11:00 PM,10:59 AM,06:26 AM,05:51 PM,18,20,20,20,22,78,93,0.1,1015,19,10,77,15
2015-01-02,21.9,16.2,30.2,,2015-01-02,29,18,0.0,11.6,6,1,80,03:49 PM,03:57 AM,06:42 AM,06:05 PM,18,19,19,19,10,61,93,0.0,1012,18,10,150,6
2015-02-02,21.2,16.4,29.3,,2015-02-02,28,15,0.0,11.6,5,1,94,05:08 PM,05:15 AM,06:46 AM,06:21 PM,15,16,16,16,26,68,95,0.0,1017,16,10,105,17
2015-03-02,21.4,15.0,28.6,,2015-03-02,30,19,0.0,10.2,6,1,79,03:54 PM,03:58 AM,06:35 AM,06:28 PM,19,21,21,21,15,53,88,0.0,1013,20,10,157,10
2015-04-02,21.2,15.0,28.6,,2015-04-02,35,21,0.0,11.6,6,1,93,04:58 PM,04:41 AM,06:15 AM,06:31 PM,19,25,25,23,16,9,77,1.2,1012,22,7,159,10
2015-05-02,22.6,16.5,29.4,,2015-05-02,34,23,0.0,12.8,7,1,93,05:13 PM,04:37 AM,05:59 AM,06:35 PM,19,27,27,25,16,4,71,0.0,1010,24,10,206,11
2015-06-02,22.8,15.9,30.2,,2015-06-02,31,23,0.0,12.9,7,1,100,06:30 PM,05:29 AM,05:52 AM,06:43 PM,21,26,26,24,20,59,84,0.0,1008,23,10,240,13
2015-07-02,22.3,16.3,30.2,,2015-07-02,31,20,0.0,12.9,7,1,100,07:05 PM,06:00 AM,05:57 AM,06:50 PM,18,22,24,22,20,30,81,0.0,1012,21,10,264,13
2015-08-02,22.7,15.7,30.6,,2015-08-02,27,21,0.0,10.3,6,1,82,08:25 PM,07:43 AM,06:05 AM,06:46 PM,19,21,24,21,22,55,88,0.0,1012,21,10,276,16
2015-09-02,22.2,15.5,30.6,,2015-09-02,30,22,0.0,11.6,6,1,66,09:37 PM,09:26 AM,06:08 AM,06:30 PM,19,23,23,22,18,54,85,0.0,1010,22,9,260,12
2015-10-02,21.5,14.4,30.1,,2015-10-02,29,20,0.0,11.6,5,1,68,10:04 PM,10:08 AM,06:09 AM,06:09 PM,20,21,21,21,10,74,96,0.0,1012,20,2,205,6
2015-11-02,22.9,15.8,30.6,,2015-11-02,27,19,0.0,4.3,5,1,52,11:28 PM,11:34 AM,06:13 AM,05:53 PM,20,21,21,21,13,89,97,0.1,1013,20,2,150,9
2015-12-02,23.7,18.2,31.1,,2015-12-02,22,19,0.0,4.2,4,1,54,11:49 PM,11:42 AM,06:26 AM,05:52 PM,18,19,19,19,16,86,96,2.8,1013,19,7,41,10
2015-01-03,25.2,20.8,32.6,,2015-01-03,27,17,0.0,11.6,5,1,87,04:40 PM,04:50 AM,06:42 AM,06:05 PM,17,18,18,18,16,37,95,0.0,1014,18,2,140,9
2015-02-03,25.8,21.4,32.6,,2015-02-03,28,14,0.0,11.6,6,1,100,05:57 PM,06:00 AM,06:46 AM,06:21 PM,14,14,15,14,23,50,96,0.0,1019,15,10,94,14
2015-03-03,23.4,19.9,32.4,22.1,2015-03-03,30,19,0.0,11.6,6,1,86,04:41 PM,04:41 AM,06:35 AM,06:29 PM,18,21,21,21,13,60,85,0.0,1014,21,10,101,9
2015-04-03,24.1,19.9,31.7,13.7,2015-04-03,32,23,0.0,11.6,7,1,100,05:44 PM,05:20 AM,06:15 AM,06:31 PM,18,26,26,24,21,23,68,0.0,1009,24,10,230,13
2015-05-03,25.7,20.2,32.2,0.0,2015-05-03,34,23,0.0,12.8,7,1,100,06:02 PM,05:18 AM,05:58 AM,06:35 PM,19,27,27,25,15,10,71,0.0,1010,24,10,228,10
2015-06-03,24.6,21.4,32.2,,2015-06-03,31,23,0.0,12.9,7,1,85,07:25 PM,06:20 AM,05:52 AM,06:43 PM,21,26,26,24,12,44,81,0.0,1008,24,10,274,8
2015-07-03,25.4,22.7,31.4,,2015-07-03,31,21,0.0,12.9,7,1,85,07:59 PM,06:58 AM,05:58 AM,06:50 PM,18,22,24,22,22,7,81,0.0,1011,22,10,265,15
2015-08-03,25.3,20.1,31.5,,2015-08-03,28,20,0.0,10.3,6,1,75,09:16 PM,08:42 AM,06:05 AM,06:46 PM,19,21,21,21,22,41,91,0.0,1011,21,10,279,15
2015-09-03,24.5,19.6,31.5,,2015-09-03,30,21,0.0,11.6,7,1,59,10:28 PM,10:24 AM,06:09 AM,06:29 PM,20,23,25,23,8,8,82,0.0,1009,22,10,289,6
2015-10-03,24.8,21.9,31.7,,2015-10-03,28,20,0.0,11.6,5,1,61,10:59 PM,11:06 AM,06:09 AM,06:08 PM,20,21,24,21,15,49,94,0.0,1013,21,2,278,9
2015-11-03,24.1,16.7,31.7,,2015-11-03,24,19,0.0,5.7,5,1,44,No moonrise,12:20 PM,06:14 AM,05:53 PM,20,21,21,21,5,83,95,2.7,1014,20,7,81,3
2015-12-03,24.1,18.6,30.8,,2015-12-03,23,18,0.0,5.7,5,1,46,No moonrise,12:23 PM,06:27 AM,05:52 PM,18,19,19,19,15,71,95,0.0,1015,18,2,60,10
2015-01-04,26.9,21.6,33.4,1.3,2015-01-04,28,17,0.0,11.6,5,1,94,05:32 PM,05:42 AM,06:43 AM,06:06 PM,17,18,18,18,16,28,94,0.0,1013,18,2,107,9
2015-02-04,27.9,22.4,35.1,0.0,2015-02-04,28,14,0.0,11.6,6,1,100,06:44 PM,06:43 AM,06:45 AM,06:22 PM,15,15,15,15,23,44,96,0.0,1019,15,10,88,13
2015-03-04,28.0,22.8,35.1,,2015-03-04,30,19,0.0,11.6,6,1,94,05:29 PM,05:23 AM,06:34 AM,06:29 PM,18,21,24,21,13,19,83,0.0,1012,20,10,157,8
2015-04-04,29.0,23.0,36.1,0.0,2015-04-04,35,22,0.0,11.6,7,1,100,06:30 PM,05:59 AM,06:14 AM,06:31 PM,15,26,26,25,14,5,55,0.0,1007,24,10,176,8
2015-05-04,30.3,25.4,36.5,,2015-05-04,33,23,0.0,12.8,7,1,100,06:53 PM,06:01 AM,05:58 AM,06:35 PM,19,27,27,26,5,8,67,0.1,1010,24,10,144,4
2015-06-04,29.4,24.8,36.5,0.0,2015-06-04,31,23,0.0,12.9,6,1,77,08:20 PM,07:15 AM,05:53 AM,06:43 PM,20,26,26,24,13,28,76,0.1,1007,24,9,185,8
2015-07-04,28.9,22.7,35.5,,2015-07-04,31,20,0.0,12.9,7,1,78,08:52 PM,07:57 AM,05:58 AM,06:50 PM,19,22,24,22,25,27,85,0.0,1012,21,10,270,17
2015-08-04,28.2,24.1,35.5,,2015-08-04,30,20,0.0,11.6,6,1,67,10:05 PM,09:41 AM,06:06 AM,06:46 PM,19,21,21,21,24,41,89,0.0,1010,21,10,265,16
2015-09-04,28.1,23.0,35.0,,2015-09-04,30,21,0.0,10.2,6,1,51,11:20 PM,11:23 AM,06:09 AM,06:29 PM,20,25,25,23,11,54,88,0.4,1011,22,10,209,7
2015-10-04,28.4,23.9,35.0,,2015-10-04,26,20,0.0,6.0,5,1,53,11:52 PM,12:00 PM,06:09 AM,06:08 PM,21,21,24,21,15,88,97,0.1,1013,21,2,274,10
2015-11-04,25.9,,35.0,,2015-11-04,27,19,0.0,7.2,5,1,37,12:19 AM,01:04 PM,06:14 AM,05:52 PM,19,20,20,20,4,53,95,0.0,1013,19,2,228,2
2015-12-04,22.7,21.9,34.4,,2015-12-04,26,18,0.0,8.7,5,1,39,12:35 AM,01:02 PM,06:27 AM,05:52 PM,18,25,25,23,18,43,78,0.1,1013,23,10,51,13
2015-01-05,26.8,20.1,33.8,9.7,2015-01-05,28,18,0.0,11.6,5,1,100,06:22 PM,06:31 AM,06:43 AM,06:07 PM,18,19,19,19,19,69,95,0.0,1014,19,2,91,12
2015-02-05,24.5,22.1,33.8,0.0,2015-02-05,29,14,0.0,11.6,6,1,84,07:32 PM,07:24 AM,06:45 AM,06:22 PM,12,16,16,16,20,8,73,0.0,1017,16,10,83,11
2015-03-05,25.7,20.0,33.3,12.2,2015-03-05,30,20,0.0,11.6,6,1,100,06:15 PM,06:03 AM,06:33 AM,06:29 PM,18,21,24,21,13,11,81,0.0,1013,21,10,133,8
2015-04-05,26.2,22.5,32.0,0.0,2015-04-05,34,23,0.0,11.6,7,1,84,07:18 PM,06:39 AM,06:14 AM,06:31 PM,17,27,27,26,19,8,60,0.0,1008,25,10,140,12
2015-05-05,26.7,21.1,31.5,0.0,2015-05-05,32,22,0.0,12.8,7,1,85,07:45 PM,06:47 AM,05:58 AM,06:35 PM,19,26,26,24,13,5,75,0.0,1010,23,10,125,9
2015-06-05,25.7,22.7,31.5,,2015-06-05,32,21,0.0,12.9,7,1,69,09:14 PM,08:11 AM,05:53 AM,06:44 PM,20,25,25,23,12,28,85,0.0,1008,22,10,235,9
2015-07-05,26.6,22.2,35.8,,2015-07-05,32,21,0.0,12.9,7,1,71,09:43 PM,08:56 AM,05:58 AM,06:50 PM,18,23,23,22,23,21,79,0.0,1011,22,10,278,16
2015-08-05,27.7,22.2,33.4,,2015-08-05,30,19,0.0,11.6,6,1,60,10:54 PM,10:39 AM,06:06 AM,06:45 PM,18,20,20,20,30,49,86,0.0,1010,20,10,262,21
2015-09-05,25.9,23.3,33.4,,2015-09-05,28,20,0.0,10.2,5,1,44,No moonrise,12:19 PM,06:09 AM,06:28 PM,19,21,22,21,19,71,90,0.2,1010,21,7,256,12
2015-10-05,27.2,23.7,33.1,,2015-10-05,24,19,0.0,6.0,5,1,46,No moonrise,12:51 PM,06:09 AM,06:07 PM,20,21,21,21,17,90,97,0.3,1012,21,2,248,11
2015-11-05,25.1,,31.5,0.0,2015-11-05,28,19,0.0,8.7,5,1,29,01:08 AM,01:46 PM,06:14 AM,05:52 PM,19,19,19,19,16,55,97,0.4,1013,19,10,63,9
2015-12-05,24.8,25.2,32.0,0.0,2015-12-05,26,17,0.0,8.7,6,1,32,01:22 AM,01:41 PM,06:28 AM,05:52 PM,15,17,17,17,25,37,87,0.0,1014,17,10,59,13
2015-01-06,24.3,23.8,31.0,,2015-01-06,28,17,0.0,11.6,6,1,100,07:13 PM,07:19 AM,06:43 AM,06:07 PM,17,18,18,18,16,23,90,0.0,1013,18,10,89,10
2015-02-06,24.5,20.7,31.0,0.0,2015-02-06,30,15,0.0,11.6,6,1,76,08:17 PM,08:03 AM,06:45 AM,06:22 PM,13,17,17,17,24,5,76,0.0,1016,17,10,101,14
2015-03-06,24.5,21.2,30.5,0.3,2015-03-06,30,20,0.0,11.6,6,1,100,07:01 PM,06:42 AM,06:33 AM,06:29 PM,18,21,21,21,24,12,87,0.2,1014,21,10,127,15
2015-04-06,23.7,24.4,30.5,4.6,2015-04-06,32,23,0.0,10.2,7,1,77,08:07 PM,07:21 AM,06:13 AM,06:31 PM,18,26,26,25,20,10,67,0.0,1008,24,10,150,12
2015-05-06,24.7,20.2,30.6,7.1,2015-05-06,34,22,0.0,12.8,7,1,78,08:38 PM,07:36 AM,05:57 AM,06:35 PM,18,26,26,24,12,15,69,0.1,1009,23,10,134,8
2015-06-06,26.2,21.4,32.0,0.0,2015-06-06,32,22,0.0,12.9,7,1,62,10:06 PM,09:09 AM,05:53 AM,06:44 PM,21,26,26,23,15,13,88,0.0,1009,23,10,243,10
2015-07-06,26.2,21.6,32.0,,2015-07-06,32,20,0.0,12.9,7,1,63,10:32 PM,09:55 AM,05:58 AM,06:50 PM,18,22,24,22,31,2,79,0.0,1010,22,10,272,21
2015-08-06,25.4,21.3,31.2,,2015-08-06,29,20,0.0,11.6,6,1,53,11:43 PM,11:36 AM,06:06 AM,06:45 PM,18,20,20,20,29,42,84,0.0,1009,20,10,261,20
2015-09-06,24.7,21.2,31.2,,2015-09-06,28,20,0.0,10.2,5,1,36,12:12 AM,01:14 PM,06:09 AM,06:27 PM,19,21,22,21,19,65,91,1.1,1009,21,7,273,13
2015-10-06,24.8,21.1,32.0,,2015-10-06,28,18,0.0,11.6,5,1,39,12:44 AM,01:39 PM,06:09 AM,06:06 PM,18,19,19,19,16,68,97,0.0,1011,18,2,245,9
2015-11-06,24.9,21.2,32.0,6.9,2015-11-06,28,18,0.0,8.7,6,1,22,01:55 AM,02:25 PM,06:15 AM,05:52 PM,18,20,20,20,14,40,91,0.0,1013,19,10,70,8
2015-12-06,23.9,20.8,31.4,1.0,2015-12-06,26,17,0.0,7.2,6,1,25,02:07 AM,02:19 PM,06:28 AM,05:53 PM,17,18,18,18,20,45,93,0.0,1014,18,10,67,12
2015-01-07,24.6,20.6,30.7,0.0,2015-01-07,28,17,0.0,11.6,6,1,84,08:01 PM,08:03 AM,06:44 AM,06:08 PM,15,18,18,18,16,42,81,0.0,1014,18,10,89,9
2015-02-07,24.2,20.4,30.3,0.0,2015-02-07,30,14,0.0,11.6,6,1,69,09:03 PM,08:42 AM,06:45 AM,06:23 PM,13,16,16,16,21,16,83,0.0,1016,16,10,103,13
2015-03-07,24.6,20.4,30.2,0.0,2015-03-07,29,20,0.0,11.6,5,1,84,07:47 PM,07:21 AM,06:32 AM,06:29 PM,18,21,21,21,21,24,85,0.1,1014,21,9,107,13
2015-04-07,24.9,20.8,30.6,0.5,2015-04-07,34,23,0.0,11.6,7,1,69,08:57 PM,08:04 AM,06:12 AM,06:31 PM,19,26,26,24,9,18,73,0.0,1009,23,10,185,6
2015-05-07,25.6,20.7,31.2,0.0,2015-05-07,32,23,0.0,12.8,7,1,70,09:32 PM,08:27 AM,05:57 AM,06:36 PM,20,27,27,25,7,21,75,0.1,1010,24,10,191,5
2015-06-07,24.5,20.6,31.2,,2015-06-07,32,23,0.0,12.9,7,1,54,10:57 PM,10:06 AM,05:53 AM,06:44 PM,20,26,26,24,17,44,80,0.0,1008,23,10,237,12
