time,tavg,tmin,tmax,prcp,date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2009-01-01,20.5,14.3,29.0,,2009-01-01,27,12,0.0,11.6,5,1,31,09:58 AM,10:03 PM,06:42 AM,06:05 PM,16,18,18,18,11,2,91,0.0,1014,14,10,109,8
2009-02-01,20.0,15.8,,,2009-02-01,32,14,0.0,11.6,6,1,43,10:30 AM,11:20 PM,06:46 AM,06:21 PM,13,18,18,18,18,6,72,0.0,1013,17,10,111,9
2009-03-01,20.5,15.3,27.4,,2009-03-01,36,17,0.0,11.6,7,1,30,09:13 AM,10:12 PM,06:35 AM,06:28 PM,5,22,24,22,15,0,32,0.0,1011,19,10,151,7
2009-04-01,19.9,15.0,27.4,,2009-04-01,36,19,0.0,11.6,7,1,42,10:45 AM,No moonset,06:16 AM,06:31 PM,14,25,26,25,8,1,51,0.0,1009,21,10,160,6
2009-05-01,19.9,14.7,26.4,,2009-05-01,38,23,0.0,12.8,6,1,44,11:46 AM,No moonset,05:59 AM,06:34 PM,19,27,27,26,13,18,68,0.2,1010,25,9,255,10
2009-06-01,20.1,14.2,27.5,,2009-06-01,31,22,0.0,11.9,5,1,57,01:21 PM,12:56 AM,05:52 AM,06:43 PM,20,25,25,23,13,65,83,0.0,1008,22,10,258,9
2009-07-01,20.7,15.2,28.2,,2009-07-01,29,20,0.0,12.9,6,1,58,01:51 PM,12:55 AM,05:57 AM,06:50 PM,19,21,21,21,23,30,89,0.0,1009,21,10,255,15
2009-08-01,20.3,18.0,24.4,,2009-08-01,27,20,0.0,8.9,5,1,69,03:17 PM,01:56 AM,06:05 AM,06:47 PM,19,21,21,21,18,93,93,0.0,1010,20,10,287,12
2009-09-01,21.1,16.4,27.5,0.0,2009-09-01,26,20,0.0,8.9,5,1,83,04:18 PM,03:15 AM,06:08 AM,06:30 PM,19,20,20,20,15,61,94,0.0,1011,20,2,279,10
2009-10-01,20.9,16.2,27.4,,2009-10-01,22,20,0.0,6.0,5,1,83,04:10 PM,03:33 AM,06:09 AM,06:09 PM,19,20,20,20,25,100,96,1.3,1005,20,9,269,16
2009-11-01,20.8,16.7,26.5,,2009-11-01,28,18,0.0,8.7,5,1,97,04:39 PM,04:38 AM,06:13 AM,05:53 PM,18,19,19,19,15,100,98,0.0,1012,18,0,77,7
2009-12-01,21.9,15.8,27.1,,2009-12-01,27,17,0.0,8.7,5,1,97,04:55 PM,05:11 AM,06:26 AM,05:51 PM,18,18,18,18,14,100,99,0.0,1015,18,0,94,9
2009-01-02,23.3,15.3,31.4,,2009-01-02,27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,16,16,16,19,100,98,0.0,1015,16,0,101,10
2009-02-02,24.0,17.1,32.0,,2009-02-02,32,15,0.0,11.6,6,1,50,11:14 AM,No moonset,06:46 AM,06:21 PM,15,20,20,20,16,0,76,0.0,1015,17,10,105,9
2009-03-02,24.0,18.0,31.5,,2009-03-02,35,18,0.0,11.6,7,1,37,10:00 AM,11:11 PM,06:35 AM,06:28 PM,11,23,24,23,19,0,48,0.0,1011,21,10,114,10
2009-04-02,24.1,17.9,31.7,,2009-04-02,35,20,0.0,11.6,7,1,50,11:48 AM,12:10 AM,06:15 AM,06:31 PM,13,25,25,24,13,5,50,0.0,1010,22,10,121,8
2009-05-02,23.9,17.9,31.2,,2009-05-02,40,23,0.0,12.8,8,1,52,12:44 PM,12:48 AM,05:59 AM,06:35 PM,20,28,28,26,8,13,69,0.0,1010,25,10,244,6
2009-06-02,23.4,17.5,31.3,,2009-06-02,31,21,0.0,12.9,6,1,65,02:11 PM,01:35 AM,05:52 AM,06:43 PM,19,21,24,21,20,23,88,0.2,1009,21,9,248,13
2009-07-02,23.3,16.4,30.4,,2009-07-02,28,20,0.0,10.6,5,1,66,02:43 PM,01:38 AM,05:57 AM,06:50 PM,18,21,24,21,23,68,85,0.0,1008,21,10,256,16
2009-08-02,22.7,16.5,29.5,,2009-08-02,28,20,0.0,11.6,5,1,76,04:07 PM,02:46 AM,06:05 AM,06:46 PM,19,20,20,20,18,100,92,0.1,1009,20,2,283,12
2009-09-02,22.7,16.2,29.7,,2009-09-02,25,20,0.0,10.2,5,1,90,04:58 PM,04:04 AM,06:09 AM,06:30 PM,20,20,20,20,15,70,96,0.0,1008,20,2,290,10
2009-10-02,22.4,15.8,29.7,,2009-10-02,23,20,0.0,6.0,5,1,90,04:47 PM,04:20 AM,06:09 AM,06:09 PM,19,20,20,20,38,100,96,1.2,1004,20,7,256,24
2009-11-02,23.4,15.6,32.0,,2009-11-02,27,17,0.0,8.7,5,1,100,05:24 PM,05:31 AM,06:13 AM,05:53 PM,18,19,19,19,17,34,96,0.0,1013,18,2,71,9
2009-12-02,23.8,17.8,31.5,,2009-12-02,22,18,0.0,4.2,4,1,100,05:54 PM,06:14 AM,06:26 AM,05:52 PM,18,18,18,18,13,100,99,0.0,1015,18,0,87,8
2009-01-03,27.6,20.1,35.5,,2009-01-03,25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,16,17,17,17,19,46,94,0.0,1015,17,2,111,12
2009-02-03,27.6,20.2,35.4,,2009-02-03,31,16,0.0,11.6,6,1,58,12:02 PM,12:16 AM,06:45 AM,06:21 PM,15,19,19,19,15,3,77,0.0,1014,17,10,121,8
2009-03-03,26.5,19.6,34.1,,2009-03-03,35,18,0.0,11.6,7,1,45,10:52 AM,No moonset,06:34 AM,06:29 PM,14,22,25,22,17,0,59,0.0,1012,20,10,111,10
2009-04-03,26.7,18.9,35.1,,2009-04-03,35,18,0.0,11.6,7,1,58,12:50 PM,01:08 AM,06:15 AM,06:31 PM,13,23,25,23,17,3,54,0.0,1010,22,10,133,11
2009-05-03,26.5,20.9,35.1,,2009-05-03,35,24,0.0,12.8,7,1,59,01:40 PM,01:34 AM,05:58 AM,06:35 PM,18,30,30,29,8,4,51,0.0,1010,27,10,239,7
2009-06-03,26.9,21.2,35.2,,2009-06-03,33,20,0.0,12.9,7,1,72,03:02 PM,02:15 AM,05:52 AM,06:43 PM,19,21,24,21,20,13,85,0.0,1009,21,10,259,14
2009-07-03,27.2,19.9,35.5,,2009-07-03,28,21,0.0,10.6,5,1,73,03:36 PM,02:22 AM,05:58 AM,06:50 PM,19,22,24,22,26,90,83,0.0,1007,22,10,257,18
2009-08-03,25.9,20.1,33.3,,2009-08-03,29,20,0.0,11.6,5,1,84,04:54 PM,03:38 AM,06:06 AM,06:46 PM,18,20,20,20,20,96,89,0.0,1010,20,10,283,13
2009-09-03,24.1,17.3,31.1,,2009-09-03,26,19,0.0,6.1,5,1,98,05:36 PM,04:52 AM,06:09 AM,06:29 PM,18,19,19,19,22,96,93,0.0,1008,19,10,266,14
2009-10-03,22.4,18.9,27.0,,2009-10-03,24,20,0.0,6.0,5,1,98,05:25 PM,05:08 AM,06:09 AM,06:08 PM,19,20,20,20,33,82,96,0.1,1005,20,2,252,21
2009-11-03,24.4,19.4,30.5,,2009-11-03,26,18,0.0,8.7,5,1,87,06:14 PM,06:28 AM,06:14 AM,05:53 PM,18,18,18,18,19,100,97,0.0,1013,18,0,67,10
2009-12-03,25.0,20.3,31.7,,2009-12-03,25,19,0.0,4.2,5,1,88,06:58 PM,07:18 AM,06:27 AM,05:52 PM,19,20,20,20,13,82,97,0.0,1015,19,2,108,9
2009-01-04,28.1,22.0,35.5,,2009-01-04,27,15,0.0,11.6,6,1,52,11:50 AM,No moonset,06:43 AM,06:06 PM,14,16,16,16,18,45,89,0.0,1015,16,10,105,11
2009-02-04,27.7,21.7,35.7,,2009-02-04,31,16,0.0,11.6,6,1,66,12:56 PM,01:17 AM,06:45 AM,06:22 PM,15,19,19,19,17,5,78,0.0,1014,18,10,120,10
2009-03-04,28.1,20.8,35.1,,2009-03-04,37,18,0.0,11.6,7,1,52,11:49 AM,12:12 AM,06:34 AM,06:29 PM,12,23,25,23,14,0,51,0.0,1011,20,10,150,9
2009-04-04,28.4,21.2,35.6,,2009-04-04,36,19,0.0,11.6,7,1,65,01:51 PM,02:01 AM,06:14 AM,06:31 PM,16,25,26,25,9,2,57,0.0,1012,22,10,130,8
2009-05-04,27.8,20.0,35.0,,2009-05-04,33,23,0.0,12.8,7,1,66,02:32 PM,02:15 AM,05:58 AM,06:35 PM,18,30,30,28,10,4,55,0.0,1008,27,10,281,9
2009-06-04,28.9,22.7,37.0,,2009-06-04,32,20,0.0,12.9,7,1,80,03:54 PM,02:55 AM,05:53 AM,06:44 PM,18,21,21,21,22,21,86,0.0,1010,21,10,269,15
2009-07-04,28.8,23.7,35.2,,2009-07-04,25,21,0.0,8.1,5,1,80,04:29 PM,03:10 AM,05:58 AM,06:50 PM,18,21,21,21,25,100,85,0.0,1006,21,10,250,17
2009-08-04,27.8,23.2,34.5,,2009-08-04,28,20,0.0,10.2,5,1,91,05:39 PM,04:29 AM,06:06 AM,06:45 PM,19,21,21,21,19,87,88,0.0,1009,21,10,285,13
2009-09-04,27.4,22.0,34.6,,2009-09-04,26,20,0.0,6.1,5,1,100,06:12 PM,05:39 AM,06:09 AM,06:28 PM,18,20,20,20,25,97,88,0.0,1009,20,10,265,17
2009-10-04,26.7,20.5,33.6,,2009-10-04,26,19,0.0,11.6,5,1,100,06:03 PM,05:57 AM,06:09 AM,06:07 PM,19,20,20,20,29,75,93,0.0,1008,20,10,255,18
2009-11-04,27.6,22.4,34.2,,2009-11-04,26,18,0.0,5.7,5,1,80,07:10 PM,07:29 AM,06:14 AM,05:52 PM,18,19,19,19,14,48,95,0.0,1013,19,2,63,9
2009-12-04,27.7,23.7,33.4,,2009-12-04,24,20,0.0,4.2,5,1,81,08:03 PM,08:20 AM,06:27 AM,05:52 PM,20,21,21,21,9,99,97,0.5,1015,20,9,107,6
2009-01-05,26.7,22.5,34.6,,2009-01-05,28,16,0.0,11.6,5,1,60,12:31 PM,12:31 AM,06:43 AM,06:07 PM,16,18,18,18,18,74,91,0.0,1014,18,10,104,12
2009-02-05,28.8,,35.7,,2009-02-05,30,16,0.0,11.6,6,1,73,01:57 PM,02:20 AM,06:45 AM,06:22 PM,15,19,19,19,18,9,78,0.0,1015,18,10,129,10
2009-03-05,28.1,23.3,35.5,,2009-03-05,35,18,0.0,11.6,7,1,59,12:50 PM,01:14 AM,06:33 AM,06:29 PM,7,22,24,22,17,3,36,0.0,1011,21,10,156,8
2009-04-05,27.1,22.9,35.0,0.3,2009-04-05,37,19,0.0,11.6,7,1,73,02:48 PM,02:50 AM,06:13 AM,06:31 PM,14,23,25,23,15,2,56,0.0,1012,21,10,156,11
2009-05-05,25.2,20.6,28.9,0.0,2009-05-05,35,22,0.0,12.8,6,1,73,03:24 PM,02:55 AM,05:57 AM,06:35 PM,21,25,25,23,19,55,87,0.1,1009,23,5,269,12
2009-06-05,27.0,21.2,33.9,,2009-06-05,31,20,0.0,12.9,6,1,87,04:47 PM,03:39 AM,05:53 AM,06:44 PM,18,21,21,21,28,15,84,0.0,1008,21,10,260,19
2009-07-05,26.8,22.7,35.2,,2009-07-05,25,21,0.0,9.4,5,1,88,05:21 PM,03:59 AM,05:58 AM,06:50 PM,18,21,21,21,25,97,83,0.0,1006,21,10,261,18
2009-08-05,27.2,20.9,35.3,,2009-08-05,28,21,0.0,11.6,5,1,98,06:20 PM,05:20 AM,06:06 AM,06:45 PM,18,21,21,21,19,84,86,0.0,1010,21,10,273,13
2009-09-05,26.0,20.3,32.5,17.0,2009-09-05,25,20,0.0,7.5,5,1,87,06:48 PM,06:26 AM,06:09 AM,06:28 PM,19,21,21,21,29,97,86,0.0,1009,21,10,262,19
2009-10-05,26.7,21.2,34.2,2.0,2009-10-05,26,19,0.0,11.6,5,1,88,06:45 PM,06:48 AM,06:09 AM,06:07 PM,18,19,19,19,24,84,95,0.0,1011,19,10,259,15
2009-11-05,28.2,22.2,35.3,0.0,2009-11-05,24,19,0.0,4.3,5,1,72,08:10 PM,08:31 AM,06:14 AM,05:52 PM,19,19,19,19,19,80,96,2.1,1012,19,7,69,12
2009-12-05,29.2,23.4,36.9,,2009-12-05,25,17,0.0,8.7,5,1,74,09:07 PM,09:18 AM,06:28 AM,05:52 PM,20,20,20,20,11,100,98,0.0,1014,20,0,111,7
2009-01-06,23.7,19.4,29.4,85.1,2009-01-06,28,13,0.0,11.6,5,1,67,01:18 PM,01:27 AM,06:43 AM,06:07 PM,14,16,16,16,16,14,91,0.0,1013,15,10,107,9
2009-02-06,25.3,20.1,30.8,0.3,2009-02-06,31,15,0.0,11.6,6,1,81,03:02 PM,03:24 AM,06:45 AM,06:22 PM,11,19,19,19,18,2,62,0.0,1015,17,10,116,10
2009-03-06,25.9,21.3,31.4,0.0,2009-03-06,37,17,0.0,11.6,7,1,67,01:54 PM,02:15 AM,06:33 AM,06:29 PM,7,23,24,23,12,0,36,0.0,1011,19,10,182,6
2009-04-06,25.0,21.0,31.3,,2009-04-06,38,20,0.0,11.6,7,1,80,03:44 PM,03:35 AM,06:13 AM,06:31 PM,15,25,25,23,13,5,60,0.0,1011,22,10,131,8
2009-05-06,22.9,,28.9,,2009-05-06,33,22,0.0,12.8,7,1,81,04:14 PM,03:35 AM,05:57 AM,06:35 PM,20,26,26,24,13,13,77,0.0,1010,24,10,265,11
2009-06-06,21.4,,24.9,,2009-06-06,28,21,0.0,11.9,6,1,95,05:40 PM,04:24 AM,05:53 AM,06:44 PM,18,25,25,22,33,58,79,0.0,1006,22,10,255,23
2009-07-06,22.8,18.4,28.0,,2009-07-06,28,21,0.0,11.9,5,1,95,06:10 PM,04:50 AM,05:59 AM,06:50 PM,18,21,21,21,20,84,85,0.0,1007,21,10,242,14
2009-08-06,24.2,19.7,30.4,,2009-08-06,29,20,0.0,11.6,5,1,100,06:59 PM,06:08 AM,06:06 AM,06:45 PM,18,20,20,20,19,84,89,0.0,1009,20,10,278,13
2009-09-06,25.4,20.5,30.4,,2009-09-06,26,20,0.0,11.6,5,1,79,07:26 PM,07:14 AM,06:09 AM,06:27 PM,19,20,20,20,29,100,93,0.1,1007,20,2,266,19
2009-10-06,25.0,,31.5,,2009-10-06,27,19,0.0,11.6,5,1,80,07:32 PM,07:42 AM,06:09 AM,06:06 PM,18,19,19,19,23,64,91,0.0,1011,19,10,258,15
2009-11-06,24.0,19.4,29.5,89.9,2009-11-06,24,20,0.0,4.3,5,1,65,09:13 PM,09:33 AM,06:15 AM,05:52 PM,20,20,20,20,16,91,97,0.1,1011,20,2,86,10
2009-12-06,24.5,20.1,28.3,0.0,2009-12-06,25,15,0.0,8.7,4,1,66,10:08 PM,10:11 AM,06:29 AM,05:53 PM,16,16,16,16,12,100,99,0.0,1014,16,0,103,7
2009-01-07,23.4,20.5,30.0,,2009-01-07,26,15,0.0,10.2,5,1,74,02:10 PM,02:26 AM,06:44 AM,06:08 PM,15,16,16,16,18,22,94,0.0,1014,15,10,102,9
2009-02-07,22.2,20.0,27.2,,2009-02-07,30,15,0.0,11.6,6,1,88,04:08 PM,04:26 AM,06:45 AM,06:23 PM,17,20,20,20,11,1,80,0.0,1014,17,10,102,9
2009-03-07,22.7,20.0,27.5,1.0,2009-03-07,35,18,0.0,11.6,7,1,74,02:58 PM,03:13 AM,06:32 AM,06:29 PM,4,22,23,22,14,3,32,0.0,1012,20,10,153,7
2009-04-07,23.3,20.1,26.9,0.0,2009-04-07,37,23,0.0,11.6,7,1,88,04:37 PM,04:16 AM,06:12 AM,06:31 PM,16,27,27,26,12,7,54,0.0,1009,25,10,176,9
2009-05-07,22.2,20.3,27.8,0.0,2009-05-07,39,22,0.0,12.8,7,1,88,05:06 PM,04:15 AM,05:57 AM,06:36 PM,20,26,26,24,10,7,78,0.0,1009,23,10,277,7
2009-06-07,22.7,20.5,27.2,1.0,2009-06-07,29,21,0.0,12.9,5,1,100,06:33 PM,05:13 AM,05:53 AM,06:44 PM,17,21,21,21,25,73,80,0.0,1006,21,10,244,18
2009-07-07,22.8,20.4,25.7,0.0,2009-07-07,25,21,0.0,11.9,5,1,100,06:57 PM,05:43 AM,05:59 AM,06:50 PM,18,22,24,22,24,82,80,0.0,1007,22,10,242,17
2009-08-07,22.2,20.1,26.0,0.0,2009-08-07,31,21,0.0,11.6,5,1,87,07:36 PM,06:56 AM,06:06 AM,06:44 PM,18,21,21,21,19,66,86,0.0,1010,21,10,273,13
2009-09-07,21.7,20.9,26.9,0.3,2009-09-07,26,20,0.0,11.6,5,1,72,08:05 PM,08:02 AM,06:09 AM,06:26 PM,18,20,20,20,23,87,87,0.0,1007,20,10,270,15
2009-10-07,23.0,19.8,27.1,2.0,2009-10-07,28,18,0.0,10.2,5,1,73,08:22 PM,08:39 AM,06:09 AM,06:06 PM,18,19,19,19,15,100,98,0.0,1011,18,0,267,9
2009-11-07,23.4,19.8,28.0,0.5,2009-11-07,22,20,0.0,4.3,5,1,57,10:15 PM,10:31 AM,06:15 AM,05:52 PM,20,20,20,20,13,85,97,0.1,1009,20,2,35,8
2009-12-07,23.5,20.0,28.4,0.0,2009-12-07,26,15,0.0,8.7,4,1,59,11:06 PM,10:59 AM,06:29 AM,05:53 PM,16,16,16,16,10,100,98,0.0,1014,16,0,82,5
2009-01-08,23.8,20.2,28.8,13.0,2009-01-08,25,18,0.0,7.3,6,1,82,03:10 PM,03:31 AM,06:44 AM,06:08 PM,17,18,18,18,20,55,91,0.0,1015,18,10,117,13
2009-02-08,23.8,20.2,28.7,0.0,2009-02-08,30,15,0.0,11.6,6,1,96,05:14 PM,05:25 AM,06:44 AM,06:23 PM,16,19,19,19,15,4,84,0.0,1015,18,10,101,9
2009-03-08,24.3,19.9,29.4,,2009-03-08,34,18,0.0,11.6,7,1,81,03:59 PM,04:06 AM,06:31 AM,06:29 PM,9,22,24,22,17,0,42,0.0,1010,20,10,147,10
2009-04-08,23.8,20.3,28.3,,2009-04-08,36,21,0.0,11.6,7,1,95,05:29 PM,04:57 AM,06:11 AM,06:32 PM,17,27,27,26,9,3,57,0.0,1009,24,10,185,8
2009-05-08,23.8,20.2,28.4,,2009-05-08,34,24,0.0,12.8,6,1,95,05:59 PM,04:57 AM,05:56 AM,06:36 PM,20,28,28,27,5,22,66,0.5,1008,26,9,242,4
2009-06-08,23.6,19.4,29.4,,2009-06-08,28,20,0.0,9.4,5,1,100,07:25 PM,06:03 AM,05:53 AM,06:45 PM,17,20,20,20,24,77,84,0.0,1007,20,10,261,17
2009-07-08,23.4,19.4,29.5,,2009-07-08,27,21,0.0,10.6,5,1,100,07:40 PM,06:33 AM,05:59 AM,06:50 PM,18,21,21,21,26,82,82,0.0,1007,21,10,249,18
2009-08-08,23.4,19.7,29.0,,2009-08-08,28,21,0.0,10.2,6,1,80,08:11 PM,07:42 AM,06:06 AM,06:44 PM,18,21,21,21,22,60,85,0.0,1009,21,10,272,15
2009-09-08,23.9,20.2,29.3,,2009-09-08,29,19,0.0,11.6,6,1,64,08:47 PM,08:53 AM,06:09 AM,06:26 PM,18,20,20,20,19,44,91,0.0,1008,19,10,267,13
2009-10-08,23.3,20.1,28.3,,2009-10-08,27,18,0.0,11.6,5,1,66,09:18 PM,09:39 AM,06:09 AM,06:05 PM,18,19,19,19,16,100,98,0.0,1011,18,0,288,10
2009-11-08,24.1,20.1,29.1,0.5,2009-11-08,22,20,0.0,4.3,5,1,50,11:17 PM,11:26 AM,06:15 AM,05:51 PM,20,20,20,20,12,100,97,0.2,1009,20,2,89,8
2009-12-08,24.9,21.2,30.7,0.0,2009-12-08,25,15,0.0,8.7,4,1,52,No moonrise,11:44 AM,06:30 AM,05:53 PM,16,16,16,16,14,100,99,0.0,1014,16,0,91,8
2009-01-09,22.6,20.9,27.8,0.0,2009-01-09,27,17,0.0,11.6,6,1,89,04:15 PM,04:37 AM,06:44 AM,06:09 PM,16,18,18,18,20,51,92,0.0,1017,18,10,110,13
2009-02-09,22.1,20.8,24.6,4.1,2009-02-09,30,15,0.0,11.6,6,1,100,06:15 PM,06:17 AM,06:44 AM,06:23 PM,14,19,19,19,15,2,76,0.0,1016,17,10,102,10
2009-03-09,22.5,19.8,27.2,3.0,2009-03-09,32,17,0.0,8.8,6,1,88,04:58 PM,04:54 AM,06:31 AM,06:29 PM,1,21,21,21,35,0,26,0.0,1012,21,10,125,17
2009-04-09,22.4,20.0,26.4,1.0,2009-04-09,35,23,0.0,11.6,7,1,100,06:21 PM,05:37 AM,06:11 AM,06:32 PM,17,26,26,24,13,32,62,0.0,1009,24,10,149,10
2009-05-09,23.0,20.2,26.3,3.0,2009-05-09,34,24,0.0,12.8,7,1,100,06:53 PM,05:41 AM,05:56 AM,06:36 PM,19,27,27,26,14,18,69,0.0,1008,25,10,263,11
2009-06-09,22.5,20.3,26.6,0.0,2009-06-09,31,20,0.0,12.9,6,1,83,08:13 PM,06:55 AM,05:53 AM,06:45 PM,18,20,20,20,24,39,90,0.0,1009,20,10,265,15
2009-07-09,22.2,19.7,26.1,7.9,2009-07-09,25,21,0.0,9.4,5,1,83,08:20 PM,07:23 AM,05:59 AM,06:50 PM,18,22,24,22,32,74,79,0.0,1007,22,10,245,23
2009-08-09,23.3,19.4,28.6,7.1,2009-08-09,30,19,0.0,11.6,6,1,73,08:47 PM,08:28 AM,06:07 AM,06:43 PM,18,20,20,20,19,32,87,0.0,1008,20,10,279,13
2009-09-09,23.7,19.2,29.0,0.0,2009-09-09,30,19,0.0,11.6,6,1,57,09:34 PM,09:48 AM,06:09 AM,06:25 PM,18,20,20,20,16,30,90,0.0,1009,19,10,254,11
2009-10-09,24.2,19.0,29.6,,2009-10-09,27,18,0.0,11.6,5,1,59,10:17 PM,10:40 AM,06:09 AM,06:04 PM,19,19,19,19,15,100,98,0.0,1010,19,0,305,8
2009-11-09,25.1,19.7,31.1,,2009-11-09,23,20,0.0,4.3,5,1,42,No moonrise,12:15 PM,06:16 AM,05:51 PM,19,20,20,20,23,82,97,0.0,1009,20,10,108,14
2009-12-09,23.3,20.7,27.4,11.9,2009-12-09,25,16,0.0,8.7,4,1,45,12:01 AM,12:25 PM,06:30 AM,05:54 PM,16,16,16,16,17,100,98,0.0,1014,16,0,90,10
2009-01-10,20.8,19.7,22.5,3.0,2009-01-10,27,16,0.0,11.6,6,1,96,05:24 PM,05:44 AM,06:45 AM,06:10 PM,15,17,17,17,20,13,85,0.0,1016,17,10,92,12
2009-02-10,21.8,19.4,25.0,7.9,2009-02-10,30,13,0.0,11.6,6,1,89,07:14 PM,07:05 AM,06:44 AM,06:24 PM,13,19,19,19,13,0,71,0.0,1015,16,10,93,9
2009-03-10,22.9,19.5,27.1,0.8,2009-03-10,25,20,0.0,10.2,5,1,96,05:54 PM,05:39 AM,06:30 AM,06:29 PM,16,21,24,21,4,65,71,0.0,1013,21,10,114,3
2009-04-10,23.2,20.0,27.6,0.0,2009-04-10,33,20,0.0,11.6,7,1,90,07:14 PM,06:18 AM,06:10 AM,06:32 PM,20,25,25,23,18,12,84,0.0,1010,22,10,127,13
2009-05-10,23.2,19.5,27.7,,2009-05-10,34,23,0.0,12.8,7,1,100,07:47 PM,06:28 AM,05:56 AM,06:36 PM,21,26,26,24,18,11,84,0.1,1007,24,10,261,13
2009-06-10,23.6,18.9,29.2,,2009-06-10,32,20,0.0,12.9,6,1,75,08:59 PM,07:47 AM,05:53 AM,06:45 PM,20,22,24,22,17,37,92,0.1,1009,21,9,263,12
2009-07-10,23.5,19.5,28.3,0.0,2009-07-10,28,20,0.0,11.8,5,1,76,08:58 PM,08:11 AM,06:00 AM,06:50 PM,18,21,21,21,24,93,83,0.0,1008,20,10,253,17
2009-08-10,24.1,19.8,29.3,,2009-08-10,29,20,0.0,11.6,6,1,65,09:25 PM,09:16 AM,06:07 AM,06:43 PM,19,21,21,21,19,33,87,0.0,1007,21,10,266,13
2009-09-10,24.6,20.0,29.6,,2009-09-10,31,19,0.0,11.6,6,1,49,10:25 PM,10:45 AM,06:09 AM,06:24 PM,18,20,20,20,19,23,88,0.0,1010,20,10,267,13
2009-10-10,24.3,20.6,30.1,,2009-10-10,26,20,0.0,11.6,5,1,51,11:19 PM,11:40 AM,06:09 AM,06:04 PM,20,21,21,21,12,58,96,0.3,1011,20,10,331,7
2009-11-10,24.1,20.6,29.2,2.0,2009-11-10,22,20,0.0,4.3,5,1,35,12:15 AM,01:01 PM,06:16 AM,05:51 PM,19,20,20,20,25,94,96,0.2,1006,20,2,103,16
2009-12-10,24.0,20.9,27.5,0.0,2009-12-10,25,14,0.0,8.7,4,1,37,12:54 AM,01:07 PM,06:31 AM,05:54 PM,15,16,16,16,19,100,97,0.0,1014,16,0,65,10
2009-01-11,24.9,19.1,29.6,,2009-01-11,27,15,0.0,11.6,6,1,100,06:31 PM,06:46 AM,06:45 AM,06:10 PM,15,17,17,17,19,8,85,0.0,1016,17,10,100,11
2009-02-11,24.4,17.4,29.9,,2009-02-11,32,13,0.0,11.6,6,1,82,08:09 PM,07:49 AM,06:43 AM,06:24 PM,12,18,18,18,16,2,65,0.0,1014,16,10,125,10
2009-03-11,22.4,18.4,27.6,,2009-03-11,28,19,0.0,8.8,6,1,100,06:47 PM,06:21 AM,06:30 AM,06:30 PM,18,19,19,19,12,58,90,0.0,1014,19,10,103,8
2009-04-11,22.9,19.0,28.0,,2009-04-11,32,20,0.0,8.9,7,1,82,08:08 PM,07:02 AM,06:09 AM,06:32 PM,17,25,25,23,11,15,67,0.0,1010,22,10,117,8
2009-05-11,22.3,19.6,23.9,,2009-05-11,34,22,0.0,12.8,7,1,83,08:39 PM,07:18 AM,05:56 AM,06:37 PM,19,25,25,23,22,4,80,0.0,1007,23,10,265,15
2009-06-11,23.0,19.7,26.6,,2009-06-11,32,20,0.0,12.9,6,1,67,09:42 PM,08:37 AM,05:53 AM,06:46 PM,19,21,24,21,18,31,89,0.0,1009,21,10,271,12
2009-07-11,21.6,20.1,23.8,0.5,2009-07-11,29,21,0.0,12.5,5,1,69,09:35 PM,08:58 AM,06:00 AM,06:50 PM,18,21,24,21,22,99,80,0.0,1009,21,10,248,15
2009-08-11,21.0,19.5,22.9,4.1,2009-08-11,30,20,0.0,11.6,6,1,58,10:04 PM,10:05 AM,06:07 AM,06:43 PM,19,21,21,21,16,46,87,0.0,1008,21,10,268,11
2009-09-11,21.2,20.0,24.2,5.1,2009-09-11,32,19,0.0,10.2,6,1,42,11:22 PM,11:45 AM,06:09 AM,06:23 PM,19,21,21,21,11,34,91,0.0,1010,20,10,278,7
2009-10-11,21.3,19.8,23.9,8.9,2009-10-11,26,19,0.0,7.4,5,1,44,No moonrise,12:36 PM,06:09 AM,06:03 PM,20,21,21,21,4,47,98,0.9,1012,20,10,207,2
2009-11-11,23.6,19.1,28.9,3.0,2009-11-11,26,18,0.0,8.7,5,1,27,01:11 AM,01:44 PM,06:16 AM,05:51 PM,19,20,20,20,14,70,97,0.0,1006,19,2,182,9
2009-12-11,24.1,19.7,29.8,0.0,2009-12-11,25,14,0.0,8.7,4,1,30,01:47 AM,01:49 PM,06:31 AM,05:54 PM,15,16,16,16,17,100,97,0.0,1013,15,0,65,9
2009-01-12,22.4,17.1,28.0,,2009-01-12,27,15,0.0,11.6,6,1,89,07:36 PM,07:42 AM,06:45 AM,06:11 PM,16,19,19,19,12,0,86,0.0,1018,17,10,74,10
2009-02-12,23.3,19.2,27.7,,2009-02-12,33,15,0.0,11.6,6,1,74,09:02 PM,08:30 AM,06:43 AM,06:24 PM,8,19,19,19,16,6,50,0.0,1013,17,10,151,8
